16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215
16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,0,0,0,0,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215
16777215,16777215,16777215,16777215,16777215,16777215,16777215,0,0,0,0,0,0,16777215,16777215,16777215,16777215,16777215,16777215,16777215
16777215,16777215,16777215,16777215,16777215,16777215,16777215,0,0,0,0,0,0,16777215,16777215,16777215,16777215,16777215,16777215,16777215
16777215,16777215,16777215,16777215,16777215,16777215,16777215,0,0,0,0,0,0,16777215,16777215,16777215,16777215,16777215,16777215,16777215
16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,0,0,0,0,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215
16777215,16777215,16777215,16777215,16777215,16777215,0,0,0,0,0,0,0,0,16777215,16777215,16777215,16777215,16777215,16777215
16777215,16777215,16777215,16777215,16777215,16777215,0,0,0,0,0,0,0,0,16777215,16777215,16777215,16777215,16777215,16777215
16777215,16777215,16777215,16777215,16777215,0,0,0,0,0,0,0,0,0,0,16777215,16777215,16777215,16777215,16777215
16777215,16777215,16777215,16777215,16777215,0,0,0,0,0,0,0,0,0,0,16777215,16777215,16777215,16777215,16777215
16777215,16777215,16777215,16777215,16777215,16777215,0,0,0,0,0,0,0,0,16777215,16777215,16777215,16777215,16777215,16777215
16777215,16777215,16777215,16777215,16777215,16777215,16777215,0,0,0,0,0,0,16777215,16777215,16777215,16777215,16777215,16777215,16777215
16777215,16777215,16777215,16777215,16777215,0,0,0,0,0,0,0,0,0,0,16777215,16777215,16777215,16777215,16777215
16777215,16777215,16777215,16777215,0,0,0,0,0,0,0,0,0,0,0,0,16777215,16777215,16777215,16777215
16777215,16777215,16777215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16777215,16777215,16777215
16777215,16777215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16777215,16777215
16777215,16777215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16777215,16777215
16777215,789516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16777215
16777215,263172,1644825,1710618,1710618,1710618,1710618,1710618,1710618,1710618,1710618,1710618,1710618,1710618,1710618,1710618,1710618,1513239,65793,16777215
16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215
