8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,0,0,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,0,0,0,0,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,0,0,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,0,0,0,0,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,8421504,8421504,0,0,0,0,0,0,8421504,8421504,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,8421504,0,0,0,8421504,8421504,0,0,0,8421504,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,2105376,0,0,8421504,8421504,8421504,8421504,0,0,0,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,0,0,0,0,8421504,8421504,0,0,0,0,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,0,0,0,0,0,0,0,0,0,0,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,0,0,0,0,0,0,0,0,0,0,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,8421504,0,8289918,8421504,8421504,8421504,8421504,8618883,0,8421504,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,8421504,8421504,0,0,0,0,0,0,8421504,8421504,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,8421504,0,0,0,0,0,0,0,0,8421504,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,0,12961221,8421504,8421504,8421504,8421504,8421504,8421504,12961221,0,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,8421504,0,0,0,0,0,0,0,0,8421504,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,8421504,8421504,0,0,0,0,0,0,8421504,8421504,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,8421504,0,0,11053224,12500670,12566463,11447982,0,0,8421504,8421504,8421504,8421504,8421504,8421504
8421504,0,0,0,0,0,0,3421236,2763306,855309,394758,2565927,3355443,3421236,0,0,0,0,0,8421504
8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504
