8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,0,0,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,0,0,8421504,8421504,0,0,8421504,8421504,0,0,8421504,8421504,8421504,8421504,8421504
8421504,8421504,0,0,8421504,0,0,8421504,8421504,8421504,8421504,8421504,8421504,0,0,8421504,0,0,8421504,8421504
8421504,8421504,0,0,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,0,0,8421504,8421504
8421504,8421504,8421504,8421504,8421504,8421504,0,8421504,8421504,0,0,8421504,8421504,0,8421504,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,0,8421504,8421504,0,0,8421504,0,0,8421504,0,0,8421504,8421504,0,8421504,8421504,8421504
8421504,8421504,8421504,0,0,8421504,0,0,8421504,0,0,8421504,0,0,8421504,0,0,8421504,8421504,8421504
8421504,8421504,8421504,0,16777215,0,0,16777215,0,0,0,0,16777215,0,0,16777215,0,8421504,8421504,8421504
8421504,8421504,8421504,0,16777215,16777215,0,16777215,16777215,0,0,16777215,16777215,0,16777215,16777215,0,8421504,8421504,8421504
8421504,8421504,8421504,0,0,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,0,0,8421504,8421504,8421504
8421504,8421504,8421504,8421504,0,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,0,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,0,0,0,0,0,0,0,0,0,0,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,0,0,0,0,0,0,0,0,0,0,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,0,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,0,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,0,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,16777215,0,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,0,0,0,0,0,0,0,0,0,0,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504
8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504,8421504
